Wn,HTE,I,h,Qc/A,Th,Tc
8,4.1,26.5,8100,11600,295.1827356,294.1674375
5.7,1,20,8700,6200,294.0507192,285.1983415
7.4,0.7,12,2700,3800,294.6574503,292.0189995
6.5,1.7,29,5000,15000,296.8603334,300.6979165
4,2.9,18,8100,13400,295.424162,368.5519941
7.6,4.1,5,2000,16000,300.8508004,384.9834055
4.2,2,9.5,7400,3000,293.7249938,281.2493902
7.2,3.7,16.5,2600,2200,295.0512755,266.4845667
6.5,0.6,2.5,1300,9600,300.5043701,311.6936715
6.7,4,15.5,500,7000,312.3656196,306.4744561
6.6,3.7,9.5,5000,16600,296.3613353,378.2820369
6.4,2.6,10.5,4200,16200,296.9359854,354.3006063
5.4,2.3,11.5,6800,11800,294.9416182,333.4255711
6.6,2.5,12.5,4800,2200,293.8790004,276.3020874
5.6,4.4,24,7300,15600,296.3220485,352.6062568
7.1,3.9,23.5,9800,3000,294.0282351,257.3762132
5.6,2.5,8.5,400,19600,340.1635744,437.1001663
6.9,1.1,5,7100,8200,294.2992598,306.0941171
4.3,2.1,5,8000,18800,295.3542771,453.1471051
4,3.1,21,2600,17000,302.6932997,413.3936603
5.2,0.6,3.5,8000,14600,294.9578986,321.692588
7.2,3,25,400,8600,327.9068839,306.8282595
5,2.4,26.5,2900,12400,299.9148409,308.3172792
4.1,1.1,25.5,2000,16800,303.5360719,326.3226538
5.3,3.2,2.5,7400,10400,294.5058428,387.7863001
7.8,1.6,12,1200,19400,309.1406676,339.1818772
5.7,0.8,22,5100,7200,294.8748394,287.5597259
7,3.9,8,5400,9200,294.867721,328.6559502
4.6,2.9,28.5,1100,18200,320.989825,378.958993
6.2,2.2,5,2500,9400,296.8479228,331.1444254
6.1,1.9,23.5,8900,15000,295.1176673,310.2362151
5.6,2.9,19.5,1300,10400,303.9954721,312.4178293
5.2,2.8,28.5,4300,1600,295.9717264,240.3784156
7.8,4.2,11.5,2600,16000,299.250034,356.0975947
6,2.8,21,1000,17600,313.4864624,353.2209341
7.8,0.8,25.5,9100,1200,293.4495846,280.5919001
6.1,3.1,12,6500,15600,295.5502394,359.261321
6.3,3,9,8400,9000,294.2485019,321.9801342
6.5,3.9,8.5,4100,11600,295.9567924,350.8400823
5.8,0.8,22.5,400,9200,320.6417839,313.4632533
4.1,4.5,16,9100,8200,294.8396179,341.440347
7.6,1.5,27.5,9000,8600,294.3930358,284.5956401
6.5,2.8,27,2200,1000,296.6889364,249.3096666
7.6,1.4,8,6500,6800,294.2101451,299.9697192
7.3,4.1,28.5,4000,16200,298.7353173,318.2864936
4.6,3,21.5,900,11000,313.5867196,330.1136157
7.6,1.5,7.5,8400,10400,294.3833426,309.5034724
4.6,1.4,20,5700,6600,294.8691245,282.5780864
6.5,3.4,9,4200,7800,295.0954897,316.4979604
7.2,1,27.5,2900,10400,297.3941563,292.0413596
7.2,3.2,5,7000,3400,293.6536482,298.0233378
7.8,4.1,16,6800,19600,296.0644389,357.7475636
4.5,3.5,25,7900,4600,295.3139466,265.1921616
5.7,0.5,10.5,1400,9600,300.0762065,306.0082062
6.3,3.7,13,5400,18600,296.5568848,384.4780775
7.6,2.7,27.5,600,16400,327.5292278,331.7539431
5.3,1.4,25,3500,4000,295.5314976,268.5015592
4.1,4.4,21,8700,19000,296.6235982,509.6983298
6.7,4.2,8.5,8900,18600,295.1331888,405.1842409
5.2,0.8,23.5,900,14800,311.5325705,317.2048589
5.8,3.1,6,5400,13000,295.4660895,373.4650672
4,2.4,27,1200,9400,312.0395738,308.3041974
6.7,1.7,29,7000,4800,294.4756251,270.1582917
6.2,4.1,17,7600,18000,295.6963322,373.1617783
7.4,1,6.5,1600,1400,294.1017923,290.9171306
4,2.9,18.5,9200,15000,295.3279637,384.7351546
5.2,2.5,8.5,7400,3200,293.6898589,286.8861961
7,3.8,22.5,3400,12200,297.8942872,308.6333405
5.9,0.8,25,6900,6000,294.3200164,282.7308668
7.9,1.2,9.5,4200,5400,294.4787269,295.3607847
4.7,3.3,6,5300,6600,294.4207863,337.5036729
5.8,4.2,7,100,18400,477.0553726,585.9388149
6.7,2.6,16,1100,20000,311.556643,364.9515137
5.4,3,12.5,100,11400,432.3192043,445.9616421
6,1.5,2,8500,1800,293.3626885,296.2099332
5.2,3.7,29.5,5900,15800,297.9382888,343.8054302
6.9,3.1,20.5,9400,11200,294.627145,302.6036115
5.6,3.2,13.5,1400,9400,301.0033751,322.5986721
6.2,2.1,12.5,7600,11000,294.6594678,315.9343923
6,0.8,8,4500,13200,296.0615693,314.4373886
6.9,4.5,28,1000,19200,319.9890916,358.3570424
4.6,4.4,18.5,2500,2200,297.413241,250.1475879
5.2,3.8,3,3600,3400,294.0989471,316.248318
4.6,0.7,21.5,900,12800,309.2165156,313.4782589
4.7,3.1,15.5,2900,16800,299.4982613,394.1730605
7.3,4.3,1,6500,1000,293.3042068,296.7127844
4.4,0.9,11.5,2400,7600,296.5420378,303.6268909
5,2,13,6500,16000,295.634208,356.3269886
5.1,3.9,22.5,8300,4400,294.7455552,262.9131133
4.2,3,21.5,1200,2800,303.5805432,255.6789235
6.4,3.8,25,900,15000,316.7716984,336.5581099
7.7,2.3,3,2500,15000,299.0565119,347.1726912
4.1,2.2,16.5,9600,5000,294.0996823,277.9164576
4.4,3.1,4,9900,5600,293.7094068,341.2059174
6.4,3.8,25,4900,15600,297.4292892,327.5807671
7.7,4.1,7,5500,16000,295.9536222,369.7537791
4.7,3.5,15,5900,6000,294.8196791,292.7668703
4.3,1.7,28,4800,6000,296.218572,266.8313825
7.1,3.6,1.5,8800,16200,294.9583439,398.1349025
5.3,3.2,9.5,9300,6400,293.9291545,309.9534785
4.6,3.5,15,6600,19400,296.2550088,439.1756434
5.2,0.8,24,3700,12200,296.952978,298.0903694
4.7,0.8,5.5,8300,6600,293.9454264,306.2566025
5.5,3.1,25,7700,8000,295.1338542,282.062301
4.7,3.1,1,2900,13200,297.5937619,461.9451594
6.4,1.8,30,1300,15000,308.1916716,308.568398
4.6,2.2,25.5,3600,2400,296.1891611,248.1514136
6.2,1.6,4.5,7000,10200,294.5859505,324.0451706
4.7,0.9,6.5,1400,7200,298.3173593,312.1112572
7.8,2.6,8,4400,13800,296.2362379,332.2448218
6.2,2.9,26,3900,15200,298.3099531,317.1518571
4.6,0.7,11,8200,8200,294.1865276,301.934109
7.9,2.9,10.5,9300,18200,295.063726,346.0516148
7.4,1.5,9,7800,14400,294.9787978,318.73319
6,4.4,15,10000,10400,294.4164208,325.9029052
6,3.6,12,4600,3400,294.2807073,278.1680178
7.1,2.8,20,8000,5200,294.1592241,277.0084053
7.5,4.2,9.5,7300,7400,294.2267573,310.2257759
5.1,1.1,20.5,5400,16800,296.4820403,319.4922619
5,1.2,13.5,4800,16000,296.5054787,333.4773188
4.5,0.7,19.5,300,3600,312.4542832,293.1214825
6.8,2.6,17,8100,16200,295.246219,330.1239569
6,1.6,4.5,8900,19600,295.2965373,365.6477822
7.8,3.1,3.5,800,4400,298.6446163,310.0927068
4.1,3.4,5,6400,16000,295.4424185,508.4962411
6.3,2,25,3100,7000,296.7113746,279.6254666
7.2,2.5,8.5,7400,4000,293.7431443,292.5062335
7.7,1.4,3,800,15600,312.4600317,343.5928825
7.3,3.5,23,9700,9800,294.5527014,291.617592
7.2,2.2,28.5,100,19800,575.5695571,572.5602713
6.3,1.9,17,3000,4000,295.1193441,279.3236443
6.7,3.3,24,3500,5800,296.3233148,272.4134645
5.4,1.8,28,7600,6400,294.794834,270.3996928
6.4,3.6,25.5,9100,12400,295.1565106,304.7153275
4.2,1.3,26.5,4200,13600,297.6569483,307.5621149
7.2,1.5,17,2300,1000,294.1928656,276.5574695
7.1,0.5,12.5,2600,4800,295.0799524,293.7280754
6.7,4.2,1,7500,16200,295.2745476,433.0710262
7.7,4.4,4.5,5200,16600,296.2190508,390.4941478
6.6,4.4,28.5,9700,2200,294.4232211,243.0320098
5.7,1.8,4.5,1400,16400,304.5247944,375.1575828
6.1,4.3,30,4100,8000,298.0445918,278.8898832
4.9,2.3,8.5,4600,9200,295.191286,333.5403868
5,1,13,5100,7200,294.6965542,297.137439
6.8,2.3,13.5,8000,16600,295.2305242,335.5727713
7,3.7,15.5,5600,13000,295.6794804,327.4221783
4.4,1.5,19,3100,15600,298.8200059,336.7634601
5,0.6,9.5,5600,19600,296.5969403,329.0287177
6.8,3.4,17,5400,17800,296.6007187,350.164988
5.6,2.3,7,7600,11400,294.6207707,343.5061027
5.4,3.3,4,100,12400,413.5113143,500.3418635
6.7,2.8,27.5,6400,11000,295.6949493,290.4189889
5,0.7,22.5,1700,6200,297.9796144,286.7585907
5,2.7,16.5,7900,17600,295.5359045,373.1358177
7.2,4.4,6,9400,1800,293.3844172,284.9926351
4.9,0.5,20.5,9100,11800,294.5454775,297.754565
4.6,2.5,17.5,1900,7200,299.0620372,295.4173341
6.9,2.7,5,3900,8600,295.325207,325.2062643
6.3,0.5,18,9400,3000,293.5415472,286.9185791
7,4.4,18.5,7200,6800,294.5794386,285.5238419
5.8,0.6,12,3700,6400,294.9423199,295.5064174
7.3,2.3,24.5,8000,6400,294.3739547,277.8339225
4.2,0.7,19.5,4300,18200,297.565747,325.6778288
5.7,1.1,16.5,9400,13600,294.6596614,309.973762
5.6,1.5,26,9500,8200,294.432873,281.3111777
4.2,1.2,17.5,1900,6400,297.8450976,288.3330849
5.8,1.9,10,4600,5400,294.4489701,296.2814204
4.1,3.1,5.5,8100,8800,294.2061569,383.0451451
5.3,3.5,23,1800,3200,299.4962545,255.9168355
4.7,3,25.5,5200,4000,295.9327917,256.6423316
6.9,4.2,7,8800,5000,293.7556382,304.4461596
7.4,4,16,4800,18000,297.0095976,354.1587465
4.2,2.5,19,7400,5400,294.6729912,276.4896415
4,1,23.5,9700,8400,294.4321998,284.9560261
8,1.8,5,3900,11800,296.1410888,319.5495549
6.5,2.7,10,1600,3800,296.0164571,289.7803015
4.5,3.4,14.5,1200,14400,307.0516123,395.1110536
4.7,3.7,16,5500,4800,294.9094373,278.9428502
7.2,2.6,17.5,4300,14800,296.8170903,321.1923446
4.2,2.9,26,4500,13400,298.7740359,345.0021909
5.2,2.9,9,8000,16200,295.0944572,395.8732817
7.9,2.3,14,6000,17000,295.9900393,326.7054965
4.1,1.2,28.5,9500,9600,294.8650841,283.231069
7.3,4.3,20.5,3800,8600,296.3998267,292.6247671
5.7,3.2,14.5,9600,7800,294.1738201,302.1827331
5.3,4.1,17,7500,3200,294.2558376,261.3376109
5.8,0.8,20.5,7100,18600,295.8459938,312.9361264
6.7,3.3,26,4700,9800,296.4339359,288.6454141
7.3,3.8,6.5,300,2000,301.2251297,292.7501199
4.5,1.2,19,300,10000,336.237619,331.3815214
6.7,0.9,7.5,2900,4200,294.6394538,295.2688789
5.3,3.7,9.5,7800,11600,294.6595525,365.1085819
6.2,3.4,23.5,9100,3600,294.2253774,258.5444883
7.2,1.2,1.5,1300,3400,295.7583606,301.3245142
4.5,4.3,9,9500,13200,294.535928,430.8958462
7.5,2,7.5,1900,11400,299.1007246,322.5028349
5,1.7,1,5900,19400,296.39811,418.550879
7.4,0.5,19.5,3600,3000,294.1513378,288.6212731
6.2,2.2,16,8900,3800,293.7980659,277.0813739
5.7,0.7,12,7300,2800,293.5981054,287.545467
6.7,1.7,18.5,1600,9200,299.8104131,299.3291261
4,1.4,8.5,5200,5000,294.225705,299.9962185
5.4,3.5,13,600,8400,310.4793542,327.1120186
5.9,3.8,9.5,8300,11800,294.5812356,355.6373585
4.2,1.5,18,4800,4800,294.8638121,275.4324174
4.9,3.6,19,1500,14600,306.0521046,368.6814635
5.6,2.3,21.5,4100,1200,294.6050397,253.0898127
4.3,2.9,14,9300,2800,293.8537253,263.668317
5.5,2.7,4,9100,13000,294.5243184,381.0499016
7.7,3,1,3200,3000,294.0827312,305.4300237
6.5,0.7,20.5,4800,6800,294.7682792,289.8914374
6.1,3.3,25,3200,6800,297.3558126,275.8168622
5.4,3.2,26,7700,17800,296.3151772,347.6375301
7.5,1.2,26,9600,15600,294.9218576,299.7665421
7.5,0.7,20,3300,13200,297.2953807,300.6608456
7.6,2,23.5,1700,10800,300.8224873,298.0497313
6.5,3.4,10,2700,18400,299.7160361,387.3219771
6.5,0.8,19.5,2000,15800,301.3149611,310.7733157
7.5,1.8,4.5,7700,7000,294.0542883,307.4247037
5,1.3,3,5600,8600,294.6622671,327.9548538
7,2.4,12,700,5000,301.5500285,296.6035935
6.2,2.1,27.5,600,9400,318.3322868,299.8271593
6.2,1,16.5,8600,4800,293.8226468,286.4118515
4.6,0.7,20.5,200,6400,337.3826495,320.6755943
7.9,3.6,8,6900,3600,293.7324535,291.6144618
6.5,4,27.5,3500,10200,298.3669261,292.2112106
6.7,3.3,14.5,3700,6200,295.2949214,291.2282942
4.3,2.3,5.5,4000,18600,297.4863492,461.70409
6,4.2,3.5,10000,2800,293.4389569,303.3603208
5.2,3.7,18.5,4700,6600,295.6636142,287.7189279
4.5,1.7,5.5,3200,3000,294.1674242,295.696063
7.4,4.4,7,7100,1600,293.453211,281.216954
6.5,3.2,2,100,3600,328.8873798,345.4392148
7.5,1.6,16.5,5300,11800,295.4939528,303.7789456
5.3,2.1,13,9900,2000,293.5326072,270.2556604
5.6,3.7,18.5,3100,18200,299.7857142,379.6749245
4.3,1.8,27,6600,14000,296.3571791,315.3683996
5.9,1,29,8900,9200,294.5361495,284.171395
7.4,1.8,11.5,8000,2800,293.5786579,285.303285
7.9,0.5,9.5,500,9400,312.0363591,315.245765
7.2,4.2,16.5,8100,11800,294.8220798,319.0032082
7,0.5,15,2600,6800,295.8800639,295.1873818
7.9,1.3,16,2300,11800,298.4682405,304.816296
8,1,29,1300,4400,298.1996688,284.7578864
6.6,1,3,6600,1400,293.3658408,293.0607395
8,2.7,12,7100,19000,295.7805449,341.9884967
5.5,3.3,18.5,7800,12200,295.1299947,325.6950309
5.5,3.9,7.5,8000,20000,295.4694147,462.5061962
5.1,3.4,20.5,4200,10400,296.9575486,314.1183391
7.8,4.4,22.5,3900,1600,294.8619063,253.9307133
6.3,2.8,11,8900,12800,294.6028426,336.4665749
6.5,1.7,3,3000,5400,294.9381147,308.8380458
5.4,3.9,5.5,1600,10600,299.5206026,385.439417
6.4,1.1,19.5,8500,16000,295.1112443,309.3238256
5,1.7,6,4500,7200,294.752097,318.8485738
5.1,4.3,12.5,3800,12200,296.741092,371.9343812
4.2,1.3,22,5800,4800,294.7634945,269.8739338
7.4,2.2,17,5300,4400,294.2799546,281.724569
4.3,2.4,1.5,4400,11600,295.7071784,425.0469735
6.6,0.6,21.5,1700,12200,300.6886329,302.0867485
6.4,3.6,2.5,8600,8200,294.0807818,348.5648557
5.6,1.8,17,3000,8000,296.4237545,295.4862804
5.4,3,20.5,10000,19000,295.3141095,365.8687009
5.4,1.2,28,2900,11400,298.4003621,292.5950662
7.7,0.8,8.5,4300,12000,295.9344319,305.3957092
7.6,1.3,29.5,4400,16000,297.2617414,299.7440577
6.1,1.8,13.5,7200,18400,295.6869702,342.4839558
7.6,1,4.5,9000,13400,294.627438,312.3533606
4.1,2.5,27,3900,6600,298.0710472,277.8688966
4.9,1.3,12,6000,6000,294.2880687,294.6934086
6.5,3.7,4,7300,13400,294.9156633,382.9002774
5.9,4.3,3.5,6000,5400,294.0370674,332.0162175
4.1,2.8,25.5,5600,17000,298.091628,380.9240244
4.8,3,6,2900,1200,293.7891489,276.4137934
6.8,4.4,23,7600,11400,295.3236491,305.4526517
5.1,1.5,9,9700,5400,293.7516072,298.0567665
6.2,1.3,13.5,1500,8200,299.0220404,302.5828208
7.2,3.8,27.5,5500,16600,297.1148641,319.5795237
6.9,0.6,5,2400,5600,295.4859873,299.0612232
4.6,1.4,9,9600,7600,293.9745901,311.0177502
5.2,2.1,9.5,7600,7800,294.2343295,313.6316082
4.5,3,11,3700,2200,294.3627359,267.1046958
7.5,2.3,3,9100,6400,293.8470449,311.6383486
6.5,3.2,6.5,9600,13600,294.5204145,361.3103208
6.2,4,17,300,10200,339.710863,344.9465105
7.3,3.5,17.5,100,14600,478.7426881,479.0241248
5.8,3.2,23,8100,1400,294.1358611,245.6845904
7.1,2.8,3,2600,3400,294.4596895,303.4504959
6.3,2.7,3,9900,5800,293.7284001,319.3372882
5.2,1.7,2,5300,5800,294.2307417,321.3657207
5.6,4.3,28,1300,12200,312.2547688,325.7122793
5.4,3.4,16,2700,10400,297.9895055,323.6325513
7.5,3.4,6.5,1600,8000,298.1511357,321.9845766
7.5,3.3,19.5,1500,2400,296.9046239,267.5974738
7.5,2.2,15,4700,10800,295.5953322,306.0643395
5.1,1.4,27.5,9100,12400,294.9978076,294.8714046
5.4,2.9,20.5,9000,2600,294.0354818,255.3901749
6.2,2.2,19,5600,5200,294.553837,278.6249333
4.4,0.5,2.5,3300,15800,297.8940895,333.6816076
5.3,3,30,6500,11200,296.5036624,296.0843681
4.9,3.5,27,8600,12400,295.9101817,323.3418946
6.6,4.2,13.5,2900,13000,297.9419009,344.7731598
5.2,3,2,10000,4800,293.6211102,330.7323901
6.4,1.9,22,300,2200,312.9639459,280.1484831
7.8,0.8,10.5,5300,5600,294.1939449,294.4868878
6.2,3.7,16,9400,3800,293.8829733,271.3940327
5.7,1.6,18.5,400,2200,305.3663735,278.1648611
5.3,0.9,6,3800,1600,293.6154886,289.4975067
6.9,3.1,6,700,8800,305.6098987,336.9453535
5.8,1.3,26.5,6000,1400,294.0739787,262.7372829
7.6,2.3,2.5,1100,20000,311.0453226,381.1909541
7.5,3,1.5,3300,9800,296.0854551,340.5328792
4.4,2.8,10.5,4600,12000,295.8617366,370.9773032
4.3,0.7,9.5,5300,11600,295.3400397,317.9528539
4.9,4.2,25,4500,19800,299.8186998,418.1418479
6.3,1.4,24.5,4600,5600,295.0062225,278.3059147
7.9,1,16,9800,13400,294.5441218,302.0385251
6.5,2.4,18,9200,8200,294.2598762,292.6742233
4.9,2.2,9,4500,13000,295.9982333,359.2748054
6.1,2,26.5,3100,8600,297.4204152,283.5814558
6.1,0.7,7.5,1200,2800,295.603561,293.8252969
7.6,0.6,25.5,5100,3000,293.9693761,285.1698939
6,2.9,3.5,9800,13400,294.4716511,378.369508
5.8,4,8.5,8300,7200,294.0799423,322.3180799
7.8,1.5,29,5200,11800,295.9050772,291.1449599
8,3.6,10,600,1800,297.5706038,282.5751394
7.3,2.1,12,5300,18000,296.503396,336.4767129
5.6,2.9,3.5,3400,3600,294.2182067,308.4795433
5,2,8.5,2200,13000,298.9554425,356.5344867
7.2,1.3,27,7500,11200,294.93659,290.931411
7.9,2.8,7,8600,17400,295.1192231,349.8387298
5.2,1.8,25.5,5000,1800,294.7045118,253.1989037
7.1,2.2,9,3400,8000,295.5578335,308.1257065
7.2,0.6,22,8800,6400,293.9719649,289.3599931
6.6,1.4,19,800,19400,318.1684902,342.0342593
6.5,2,1.5,8600,12400,294.5762615,345.8394882
7.4,2.5,1,9200,8800,294.0999245,329.093414
7,1.1,25,9100,15800,295.0300277,301.4614357
7.1,2.1,21.5,5700,12200,295.6237873,301.3026225
5.4,3.3,5.5,100,11600,407.5465096,476.3410396
6.2,2.7,21,9300,19000,295.3880507,342.9458933
7.7,2.9,28,1200,7400,303.6170645,282.26323
4.1,2.7,22.5,1900,9000,302.7134677,309.2206786
4.4,1.7,24,5400,15600,296.8797578,327.791246
6.6,4.1,2.5,1800,8800,297.9079602,361.3875967
7,4.1,1.5,1400,9000,299.4624725,362.9313874
7.1,2.6,23,1700,13800,302.8633049,312.3885345
6.5,0.5,22.5,10000,3400,293.5909112,285.5800549
5.4,1.2,22,1800,19800,304.8444282,333.2344634
4,0.6,24.5,8600,11800,294.8084029,295.6447709
7,2.6,18,2000,10600,299.2946101,306.1926223
4.2,0.7,10.5,6400,18000,295.9106355,340.2635628
6.7,3.3,21.5,8000,13600,295.2288196,315.0870193
6.1,1.8,28.5,2500,10800,299.3545374,290.4802278
7,1.5,25.5,5400,18400,296.8560246,311.1972158
5.4,4.3,28,5900,2800,295.9314405,246.20325
5.5,1.6,8.5,2300,1000,293.8485844,279.6347667
7.6,2.3,18,3200,20000,299.5065972,334.882024
8,4.4,20.5,7300,7400,294.6240946,284.8220556
6.1,1.6,22,7800,2400,293.8531114,268.0103642
4.9,1.3,19,7300,17000,295.6308652,328.8808519
4,1.3,14.5,3800,7400,295.5612847,298.9848778
4.2,3.6,12.5,6800,11400,295.1361786,377.5267513
4.2,1.7,29,9400,8200,295.0168293,277.0638894
6.5,2.8,25.5,9600,2400,294.0088418,255.1526426
7.6,2.8,6.5,2300,14400,299.2647105,346.3153853
6.4,2.9,29.5,5900,2800,294.9942801,251.684579
4.6,0.9,5,6800,13200,295.0536788,336.1427713
5.5,1.1,12,8000,8600,294.2764463,302.2443478
7,1.7,19.5,8900,5000,293.9155916,281.4599741
5.9,0.9,4.5,700,2400,296.6613424,296.7800225
6.5,2.1,19.5,8600,15600,295.1146141,318.9991683
8,3.7,28.5,7400,5800,294.7493748,267.8472495
6.9,3.3,23.5,7500,7000,294.6988158,278.1006097
6,3.6,17.5,9600,4200,293.9801429,270.6260857
7.7,3.5,9,6300,9800,294.722848,320.4827314
4.5,2.7,29.5,4500,12200,298.7043405,314.5173968
4.4,1.3,5.5,400,6200,308.7717872,327.4422366
4.9,1.9,4.5,10000,10800,294.1985804,353.3437584
5.5,1.5,11.5,4000,18600,297.7080432,351.3905435
6,2.9,1,5900,15800,295.7902688,412.0108085
6.6,2.6,25,9700,7000,294.3462805,276.5650436
7.2,1.6,1,1000,7200,300.3178343,319.5029545
5.2,0.5,5.5,4500,15600,296.5830333,318.860328
6.7,3.4,14.5,9200,19800,295.2900023,370.4359391
7.8,2.3,27.5,3900,12400,297.1582454,294.7722418
6.2,3.9,9,6700,12400,294.9841914,359.2256586
6.6,1.7,10.5,1900,2800,294.945109,286.7127953
5.1,1.9,16.5,10000,1400,293.5762613,261.0924796
6.9,4.2,26.5,1200,19200,314.0445862,354.3471785
5.8,4,26.5,3600,13000,299.1999262,319.1613391
7.5,0.5,3,3800,3800,294.1499777,296.0767236
4.1,3.7,10.5,8200,4200,293.9797967,291.6507995
6.7,4,23,2300,7800,298.9447861,285.6481471
5.4,1.5,10.5,900,9600,304.1730953,321.7465049
5.8,0.6,19.5,600,4200,301.9935496,292.8321608
6.8,2.7,1,2900,8200,295.9526199,337.5490748
4.6,0.8,14.5,3800,16800,297.6051357,328.2376119
6.2,3.8,14.5,200,1000,314.8234536,270.1530158
4.6,2,22,1600,6200,300.5427662,279.3773471
6.6,1.6,10,1600,8400,298.5447849,308.6452632
7.6,4.1,12.5,6800,5800,294.1797318,292.6996067
7.8,3,7,1100,11800,303.7203818,338.4329763
5.1,0.7,5.5,500,14000,320.7873948,348.3676231
7.2,3.8,8.5,9000,12600,294.5288122,345.1458284
4,1.9,16.5,6300,9400,295.1306944,312.8695846
7.3,1,29.5,8400,7400,294.3111771,283.5034243
6.5,1.7,3.5,5300,16800,296.2611062,351.8822924
7.1,4.3,10.5,3900,3800,294.4141324,285.9625314
5.3,2.7,17,1700,3200,297.1788286,267.84959
5.6,3.9,6,5100,3400,293.9006804,298.1625678
7.5,3.6,17.5,3900,10400,296.2910741,305.8475485
7.6,4.2,15.5,5300,18400,296.6840189,357.4376062
6.3,3.6,20.5,4700,5200,295.2477774,272.6659995
6.4,1.2,6.5,8700,3400,293.5554896,293.7443348
6.6,2.2,19,7400,6800,294.3673814,285.6262219
4.1,3.9,11.5,6700,18000,295.8764414,495.8069161
5.1,4.5,25.5,8000,13600,296.332878,350.7175581
6.2,2,25,6000,16000,296.303396,312.7997622
8,3.7,26,4900,17600,297.4299097,320.3262157
5.3,1.3,15.5,400,16800,336.7567844,365.7470486
5,3.2,24,6900,13400,296.1431332,328.6318621
4.9,2.4,28.5,2500,5000,299.1564255,261.9693303
5.1,3.6,10.5,6100,4400,294.1446578,290.1899604
4.3,1.7,7.5,9100,18800,295.1040401,411.2902012
4.1,2.9,2,4300,11000,295.5883812,448.4162856
7.4,3,8.5,9100,15600,294.8223744,347.7213199
6.3,4.1,11.5,3400,12800,297.0336497,353.8262987
4.3,2,6.5,8200,14800,294.865935,399.170754
6.7,4.2,25,5500,1200,294.7533062,242.7905837
4.3,2.6,29,8500,18800,296.7202605,370.4709604
7.9,2,10,7900,5000,293.8273804,293.5684235
7.9,4.3,11.5,3500,14200,297.2245373,343.9829691
6.9,3.7,18.5,1000,11600,307.3762308,321.1872467
4.1,3.6,20,6000,5200,295.6461406,282.3273318
6.9,3.4,11,400,17000,335.3105365,396.8367212
7.1,2.5,21.5,8000,7200,294.4012611,283.4414176
7.7,2.8,9,2700,18000,299.6420767,354.1757477
5.5,1.1,28.5,6600,19800,296.5281414,314.0584171
4.7,3.8,15.5,6000,1800,294.2977866,249.8551273
6.3,3,15.5,600,10800,314.0515698,329.2228681
4.2,3.9,18.5,7000,13400,296.0696929,388.8527811
6.5,4.4,6,4800,17000,296.4929438,419.1409047
6,3.6,6,7000,18400,295.6268925,426.001954
4.6,2.2,2,2300,13600,298.8791056,418.9943624
7.5,1.9,1.5,9100,10000,294.2410287,323.0238552
7.7,1.8,21,200,10800,358.3199391,349.738304
5.3,1.8,29,7600,7400,294.9946646,273.0730346
6.5,2.2,18,9600,12800,294.6227379,311.223749
4.6,3.9,22,1100,4000,306.7924516,269.1875877
5.2,2.2,16.5,2800,16800,299.5141242,353.5489121
7.2,1.6,19,1100,13800,306.5874249,316.1385113
5.4,3.2,9.5,6900,8400,294.448029,326.6039017
5.6,1.3,22,8200,18600,295.5730234,321.6893611
6.1,1.2,18.5,2000,8800,298.1864204,296.8376542
7.4,2.2,28,3800,14400,297.8165683,300.7475541
6.4,0.9,13,9300,2000,293.4296783,284.8450694
5.5,1.4,7.5,3600,18600,298.1658294,358.7249923
6,3.7,11,4600,19200,297.1650212,407.636693
4.5,0.7,21.5,9400,3000,293.7250604,274.006181
6.6,1,21,6300,1800,293.7008298,277.5473342
7.2,4.5,13.5,3500,1800,294.2981648,265.9639434
4.9,2.8,18.5,2600,13400,299.5966939,340.7259133
4.2,4.3,3.5,3400,13400,296.7719041,521.0036146
6,2.6,12,7700,6400,294.1168765,297.3039682
6.6,4.2,10.5,8200,16000,295.0596839,377.474801
4.5,1.1,13,6900,13600,295.1640907,327.2287772
6.7,0.5,4.5,7700,17000,295.3453192,310.9630797
7,4.3,28,2300,10600,301.1831758,294.2527455
7.2,2.6,19,5600,15000,296.0560536,318.4394376
4.2,2.5,7.5,3400,11400,296.4332562,382.2439724
7,2.1,15.5,1300,5000,298.0499761,288.4161952
5.2,2.3,8,2700,18000,299.5057417,398.7490767
6.4,4.3,19,2600,2800,296.110495,259.4159417
6.2,2.3,21,7600,8600,294.6740207,289.6368417
6.3,1.3,28.5,5200,6200,295.0546389,276.7721356
4.9,4.4,21,7100,13600,296.1579066,363.7013664
7.1,2.8,15.5,8800,8400,294.2562055,297.9748445
4.9,1.6,27.5,7100,17200,296.2225843,319.5809678
5.5,3,1.5,9300,10000,294.2015784,378.6724768
6.1,3.6,10.5,6300,7200,294.4304768,310.1963663
5.2,3.1,13.5,1100,5400,300.2586808,292.8378519
7.9,3.3,20,3300,1200,294.477818,262.5639495
6.3,0.6,8.5,2000,9600,297.9607812,305.2461858
7.1,3,10,3000,2400,294.2272757,281.9095933
4.7,3.4,3.5,9200,9200,294.1033273,391.8608641
4.3,2.8,25.5,3500,15800,300.4894278,360.2763543
6.9,2.9,12,4000,9200,295.6070588,311.3248264
5.7,1.3,15.5,400,11800,325.0066166,334.4891626
4.2,4,26,3400,19600,303.9432795,487.8359733
7.9,4.5,5.5,100,5600,350.805514,362.9904449
5.4,1.4,23,2300,9600,298.6211086,293.4387797
